first_name,last_name,email,Password,gender,Phone Number,Credit Card number,Drug Name,Drug Company,Price,Image,stocks,Drug Code
Charlena,Lecordier,clecordierku@geocities.jp,boBVHoEm,Female,441-385-2944,,Pseudoephedrine Hydrochloride,Walgreen Company,48,http://dummyimage.com/188x169.png/cc0000/ffffff,60,0363-0054
Lorry,Knowler,lknowlerkv@flavors.me,goLpukZfSxHN,Female,718-934-3801,,tramadol hydrochloride,Par Pharmaceutical Inc.,81,http://dummyimage.com/217x138.png/cc0000/ffffff,47,49884-821
Simeon,Brymner,sbrymnerkw@engadget.com,Jxp1B8O,Male,985-883-6955,5602241998667621,Norethindrone,Mylan Pharmaceuticals Inc.,47,http://dummyimage.com/156x129.png/cc0000/ffffff,52,0378-7292
Andie,Mabbe,amabbekx@nbcnews.com,f9gqU0d,Male,202-317-9979,3536820579304716,Loratadine,"Dolgencorp, LLC",50,http://dummyimage.com/150x246.png/ff4444/ffffff,25,55910-612
Allan,Edgley,aedgleyky@nytimes.com,PCVv7aVc,Male,584-991-8533,,Firebush/Burning Bush,"Nelco Laboratories, Inc.",93,http://dummyimage.com/194x165.png/dddddd/000000,67,36987-3202
Mauricio,Culkin,mculkinkz@gnu.org,2QRnZVRK,Male,200-680-7087,,TITANIUM DIOXIDE,Parfums Christian Dior,95,http://dummyimage.com/135x225.png/ff4444/ffffff,41,61957-0007
Kissie,Elwood,kelwoodl0@yelp.com,7NTQWr3K,Female,354-351-0067,,Sodium Fluoride and Hydrofluoric Acid,"Dental Technologies, Inc.",66,http://dummyimage.com/201x157.png/dddddd/000000,85,55346-0943
Rahal,Daborn,rdabornl1@google.it,6SyjZtTEeM,Female,997-998-0117,,Prednisone,"Preferred Pharmaceuticals, Inc.",37,http://dummyimage.com/138x167.png/ff4444/ffffff,97,68788-1473
Emelita,Kemer,ekemerl2@goo.ne.jp,oB8CpIJB,Female,277-736-4439,3552149237979472,"Octinoxate, Oxybenzone, and Octisalate",Guthy-Renker LLC,25,http://dummyimage.com/192x163.png/ff4444/ffffff,10,11410-420
Geordie,Foxen,gfoxenl3@google.it,SbO9FUL,Male,128-856-1324,,Piroxicam,Bryant Ranch Prepack,85,http://dummyimage.com/139x186.png/5fa2dd/ffffff,3,63629-1383
Trueman,McLucas,tmclucasl4@macromedia.com,RkQ4OYghr,Male,897-296-9818,,rivastigmine tartrate,Novartis Pharmaceuticals Corporation,70,http://dummyimage.com/120x122.png/5fa2dd/ffffff,13,0078-0325
Bo,MacMillan,bmacmillanl5@goo.ne.jp,sBbKYm7,Male,926-663-9634,3531710589041298,WITCH HAZEL,"Western Family Foods, Inc",54,http://dummyimage.com/230x182.png/ff4444/ffffff,66,55312-822
Lena,Packington,lpackingtonl6@stumbleupon.com,jC7fc7ivwi2,Female,284-998-2992,3578298489514428,lisinopril,Exelan Pharmaceuticals Inc.,42,http://dummyimage.com/214x232.png/5fa2dd/ffffff,40,76282-420
Halette,Wulfinger,hwulfingerl7@uol.com.br,YECHPehk8d8W,Female,139-623-5064,56104332432026452,Citalopram Hydrobromide,"MedVantx, Inc.",48,http://dummyimage.com/164x122.png/cc0000/ffffff,59,66116-352
Abdul,Eliasen,aeliasenl8@npr.org,I4hJsRMUln7g,Male,646-276-8433,3529870333777219,valsartan,Sandoz Inc,75,http://dummyimage.com/204x187.png/ff4444/ffffff,56,0781-5618
Josias,Cruickshank,jcruickshankl9@xrea.com,VvTLbNOOX9L,Male,346-643-4653,675934733462433208,Trihexyphenidyl hydrochloride,"NCS HealthCare of KY, Inc dba Vangard Labs",20,http://dummyimage.com/184x116.png/cc0000/ffffff,44,0615-0676
Elmer,Heindrick,eheindrickla@nifty.com,j2IKtDSd7rZW,Male,754-873-0010,,"anti-interleukin-1.alpha. immunoglobulin g rabbit, bos taurus ankle joint, sus scrofa ankle joint, metenkefalin, ersofermin, bos taurus achilles tendon, sus scrofa achilles tendon, bos taurus hip joint, sus scrofa hip joint, bos taurus knee joint, sus scrofa knee joint, beef liver, pork liver, transforming growth factor beta-1, avotermin",VIATREXX BIO INCORPORATED,42,http://dummyimage.com/162x141.png/ff4444/ffffff,56,63776-037
Valerie,Reboulet,vrebouletlb@bing.com,3twmV5,Female,682-636-1694,3581016735386812,"Eucalyptol, Thymol, Methyl Salicylate , Menthol",International Cosmetics Ltd.,25,http://dummyimage.com/192x125.png/ff4444/ffffff,72,66969-6021
Krystyna,Batrick,kbatricklc@oracle.com,qKL77npkXVMh,Female,797-590-5248,5048379548386714,Arroyo Willow,"Nelco Laboratories, Inc.",65,http://dummyimage.com/116x233.png/5fa2dd/ffffff,23,36987-3100
Suzie,Sheavills,ssheavillsld@discovery.com,VJeRRTjs3v,Female,207-496-1846,,TRICLOSAN,AMERICAN SALES COMPANY,5,http://dummyimage.com/229x218.png/dddddd/000000,21,41520-197
Pasquale,Mitchel,pmitchelle@dailymail.co.uk,ncsW3b77O,Male,915-821-1699,5106416396399644,Kali phos. Aurum,Uriel Pharmacy Inc.,53,http://dummyimage.com/126x106.png/5fa2dd/ffffff,99,48951-6011
Ailina,Balloch,aballochlf@arstechnica.com,15VfbzpMU,Female,464-481-6082,3530006684554082,Promethazine Hydrochloride,Qualitest Pharmaceuticals,21,http://dummyimage.com/147x199.png/dddddd/000000,27,0603-5437
Alvira,Abramson,aabramsonlg@surveymonkey.com,8yIGMPWYK0kt,Female,338-855-1208,,"Apis mel., Berber. vulg., Bryonia, Cantharis, Cinchona, Equisetum hyemale, Ferrum phosphoricum, Gelsemium, Juniperus com., Pareira, Phosphorus, Plantago, Pulsatilla, Sabal, Terebinthina, Uva-ursi, Echinacea, Hydrastis, Lappa, Solidago","Newton Laboratories, Inc.",63,http://dummyimage.com/105x182.png/ff4444/ffffff,51,55714-2218
Pam,Hugonnet,phugonnetlh@flavors.me,Xd8QLvZsf,Female,515-962-3386,,Salicylic Acid,Neutrogena Corporation,15,http://dummyimage.com/157x217.png/dddddd/000000,45,10812-519
Judah,Poizer,jpoizerli@npr.org,NMQH227,Male,736-171-1902,,"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",Barr Laboratories Inc.,1,http://dummyimage.com/132x192.png/dddddd/000000,99,0555-0972
Bibbie,Klainman,bklainmanlj@washingtonpost.com,2ZZKHb,Female,236-743-2275,201552525402027,Levofloxacin,Wockhardt USA LLC.,58,http://dummyimage.com/114x218.png/dddddd/000000,19,64679-547
Mala,Rosenauer,mrosenauerlk@soup.io,QHdAPBqwMyWs,Female,688-502-1465,3528758824455414,Ampicillin and Sulbactam,West-Ward Pharmaceutical Corp.,33,http://dummyimage.com/205x133.png/ff4444/ffffff,18,0641-6116
Cilka,Corney,ccorneyll@behance.net,mslRJ1AIk7Oq,Female,537-873-2568,,perphenazine and amitriptyline hydrochloride,Mylan Pharmaceuticals Inc.,57,http://dummyimage.com/169x112.png/ff4444/ffffff,93,0378-0330
Fairfax,McPhaden,fmcphadenlm@java.com,dJpDNfJX6,Male,255-813-6956,30269618880624,Risperidone,Aurolife Pharma LLC,26,http://dummyimage.com/120x226.png/dddddd/000000,86,13107-123
Phyllis,Gilpin,pgilpinln@nymag.com,PG8pYgxx1vyI,Female,109-622-5352,201578851810640,"Apis mellifica, Arsenicum album, Borax, Capsicum annuum, Graphites, Mentha piperita, Mezereum, Natrum muriaticum, Nux vomica, Petroleum, Ranunculus bulbosus, Rhus toxicodendron",King Bio Inc,32,http://dummyimage.com/112x130.png/5fa2dd/ffffff,31,57955-0165
Hendrick,Grimsley,hgrimsleylo@marketwatch.com,7ALzQs,Male,677-802-7724,3555795251064117,Lidocaine,Pound International,89,http://dummyimage.com/204x177.png/5fa2dd/ffffff,50,57707-058
Fletcher,Hardie,fhardielp@msn.com,XR7IYNkdI6X1,Male,325-344-0189,,valsartan,Sandoz Inc,59,http://dummyimage.com/238x155.png/ff4444/ffffff,63,0781-5607
Loree,Fesby,lfesbylq@howstuffworks.com,ramB2Rdx4uC,Female,321-559-8156,3563988468561716,RISPERIDONE,WOCKHARDT USA LLC,83,http://dummyimage.com/101x217.png/cc0000/ffffff,63,64679-557
Bekki,Snooks,bsnookslr@stumbleupon.com,BIXLwAVn,Female,431-470-9101,,LIDOCAINE HYDROCHLORIDE,"Batool Pharma International, Inc",23,http://dummyimage.com/235x131.png/5fa2dd/ffffff,75,69179-490
Waite,Gircke,wgirckels@sun.com,Rla8BlHm,Male,339-497-8837,3529595150549165,Vandetanib,AstraZeneca Pharmaceuticals LP,77,http://dummyimage.com/224x135.png/cc0000/ffffff,59,0310-7810
Hayyim,Beazer,hbeazerlt@ca.gov,IQJtgBRKZ,Male,259-302-8273,,Kali bichromicum,Natures Way Holding Co.,7,http://dummyimage.com/248x229.png/dddddd/000000,11,53499-7233
Nadean,Ferrea,nferrealu@barnesandnoble.com,SnBHdQg,Female,789-738-1860,3537469099782941,"AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE",Energizer Personal Care LLC,84,http://dummyimage.com/143x228.png/dddddd/000000,19,63354-781
Carmelle,Grimsdale,cgrimsdalelv@pbs.org,cSbOMvG,Female,973-908-4252,,TERCONAZOLE,"Janssen Pharmaceuticals, Inc.",6,http://dummyimage.com/167x230.png/cc0000/ffffff,17,50458-536
Rurik,Checcuzzi,rcheccuzzilw@tripadvisor.com,pCNXeB3MJdV,Male,768-355-7799,6333089126245633967,Acetaminophen and Codeine Phosphate,Cardinal Health,72,http://dummyimage.com/156x128.png/ff4444/ffffff,75,55154-9415
Shelia,Asee,saseelx@bluehost.com,663lGa1,Female,806-521-3452,,Disulfiram,Carilion Materials Management,90,http://dummyimage.com/194x139.png/dddddd/000000,89,68151-2694
Shirl,Weins,sweinsly@comcast.net,ODwAjqEp0,Female,649-755-7252,3557956058623582,TRETINOIN,Oceanside Pharmaceuticals,96,http://dummyimage.com/128x167.png/5fa2dd/ffffff,40,68682-638
Nestor,Treanor,ntreanorlz@miibeian.gov.cn,5N4c2V,Male,782-995-3122,,Piperacillin and Tazobactam,"Hospira, Inc",54,http://dummyimage.com/234x104.png/dddddd/000000,54,0409-3378
Phillipe,Wakelin,pwakelinm0@de.vu,xTNPOG7,Male,718-964-3442,633335683215262715,Aspirin,"A&Z Pharmaceutical, Inc.",5,http://dummyimage.com/156x100.png/ff4444/ffffff,72,62211-312
Alyssa,Rimbault,arimbaultm1@fotki.com,0F56Ydabb,Female,776-516-2838,3561991991454294,HydrALAZINE Hydrochloride,Strides Arcolab Limited,86,http://dummyimage.com/210x183.png/ff4444/ffffff,95,64380-736
Geno,Reynalds,greynaldsm2@reference.com,eAUbow,Male,490-853-7996,,miconazole nitrate,Actavis Mid Atlantic LLC,28,http://dummyimage.com/214x187.png/dddddd/000000,13,0472-1736
Bordie,McIvor,bmcivorm3@dmoz.org,U75j1KFK,Male,412-838-6512,,Pyrithione zinc,CVS Pharmacy,68,http://dummyimage.com/104x142.png/5fa2dd/ffffff,94,59779-281
Piper,Tofful,ptoffulm4@geocities.jp,q6QTQiRbN,Female,701-554-7597,,CIMETIDINE,STAT RX USA LLC,66,http://dummyimage.com/159x136.png/cc0000/ffffff,30,16590-265
Selie,Littlewood,slittlewoodm5@cpanel.net,orkS6iM,Female,855-846-7948,,"ETHYLHEXYL METHOXYCINNAMATE, TITANIUM DIOXIDE, ZINC OXIDE","Napoleon Perdis Cosmetics, Inc",38,http://dummyimage.com/168x233.png/ff4444/ffffff,14,51386-741
Roslyn,Basilotta,rbasilottam6@zimbio.com,u3Npnq86,Female,718-705-0147,3587094613409661,Benzoyl Peroxide,Guthy-Renker LLC,15,http://dummyimage.com/171x137.png/dddddd/000000,96,11410-923
Lavena,Bannister,lbannisterm7@chicagotribune.com,gIhzfMcywb,Female,475-450-7734,5296264583878768,AZITHROMYCIN,American Health Packaging,86,http://dummyimage.com/215x201.png/5fa2dd/ffffff,68,68084-443
Tyson,Newlands,tnewlandsm8@mlb.com,UwWOybzaOY,Male,545-649-5158,3542952134654434,Dextran 70 Polyethylene Glycol 400 Povidone Tetrahydrozoline HCI,"Chain Drug Consortium, LLC",64,http://dummyimage.com/145x102.png/cc0000/ffffff,95,68016-449
Hubey,Spadollini,hspadollinim9@google.de,fP4iC5J,Male,228-503-7560,,Danazol,"Lannett Company, Inc.",29,http://dummyimage.com/156x169.png/5fa2dd/ffffff,34,0527-1392
Adan,Sirkett,asirkettma@fc2.com,EBkTghsm1hC9,Male,977-530-6392,3533945670969407,Sulfacetamide Sodium,"Falcon Pharmaceuticals, Ltd.",38,http://dummyimage.com/194x209.png/cc0000/ffffff,86,61314-701
Erhart,Andrusov,eandrusovmb@marriott.com,IZpT0S3r,Male,919-373-9385,,BENZALKONIUM CHLORIDE,"Mangiacotti, Inc",44,http://dummyimage.com/105x195.png/5fa2dd/ffffff,28,42926-164
Farrand,Kobpac,fkobpacmc@army.mil,aNwf2ELGtm,Female,869-873-9559,3543941713547498,OCTINOXATE,CHANEL PARFUMS BEAUTE,48,http://dummyimage.com/227x195.png/dddddd/000000,57,68745-1036
Mark,Digance,mdigancemd@elegantthemes.com,irdLb3EjVur,Male,724-981-4879,36554663175580,"OCTINOXATE, OCTISALATE, OXYBENZONE, and TITANIUM DIOXIDE",MAKEUP ART COSMETICS,26,http://dummyimage.com/172x138.png/5fa2dd/ffffff,21,40046-0064
Brewster,Anan,bananme@digg.com,I5EGvS,Male,240-993-3051,3544667508791160,HYDROQUINONE,International Beauty Exchange,60,http://dummyimage.com/193x165.png/5fa2dd/ffffff,1,66129-445
Gates,Vevers,gveversmf@blinklist.com,GlOVvVQ43fl7,Female,943-137-4676,5602216581590401227,Malathion,"Taro Pharmaceuticals U.S.A., Inc.",61,http://dummyimage.com/183x162.png/5fa2dd/ffffff,2,51672-5293
Dorene,Corselles,dcorsellesmg@icio.us,vTeaTleah,Female,647-985-5190,6759643255382198347,Heparin Sodium,Pfizer Laboratories Div Pfizer Inc,83,http://dummyimage.com/142x191.png/ff4444/ffffff,88,0069-0043
Killy,Weakley,kweakleymh@purevolume.com,qSSoIOoBG,Male,906-434-9681,,Butalbital and Acetaminophen Tablets,ECR Pharmaceuticals,41,http://dummyimage.com/250x104.png/ff4444/ffffff,3,0095-3000
Griffy,Hazeman,ghazemanmi@cmu.edu,8jfr2Z,Male,150-240-3478,5108750404672784,nortriptyline hydrochloride,"Mallinckrodt, Inc.",75,http://dummyimage.com/136x176.png/5fa2dd/ffffff,29,0406-9912
Brenn,Bragginton,bbraggintonmj@youku.com,rPKQZ1MSNk0P,Female,617-314-4505,,diltiazem hydrochloride,"Actavis Pharma, Inc.",20,http://dummyimage.com/151x200.png/ff4444/ffffff,53,52544-733
Reuven,Hamer,rhamermk@stumbleupon.com,VChzxznGG,Male,391-260-5340,5473215351374104,carvedilol phosphate,GlaxoSmithKline LLC,78,http://dummyimage.com/103x108.png/5fa2dd/ffffff,31,0007-3373
Correy,Readshaw,creadshawml@bing.com,86yra03Xc,Female,219-161-6004,3554413245352553,ketoconazole,"Prestium Pharma, Inc.",61,http://dummyimage.com/104x119.png/cc0000/ffffff,95,40076-051
Marnie,Deverose,mdeverosemm@clickbank.net,xmSOXa70J,Female,797-252-3623,6334004255986624719,DIMETHICONE,"SPIRIT PHARMACEUTICALS,LLC",16,http://dummyimage.com/236x212.png/dddddd/000000,56,68210-1901
Dodie,Thon,dthonmn@nationalgeographic.com,WZtzXWL41ao,Female,262-803-1569,,HALOPERIDOL LACTATE,Pfizer Laboratories Div Pfizer Inc,85,http://dummyimage.com/100x145.png/ff4444/ffffff,64,0069-0113
Nicoli,Crayton,ncraytonmo@discovery.com,2Hn3AD,Female,257-373-0007,56022232055730860,CARBOplatin,"Teva Parenteral Medicines, Inc.",31,http://dummyimage.com/130x214.png/5fa2dd/ffffff,18,0703-4246
Aggi,Vaudre,avaudremp@cornell.edu,3yQLM4ZGkEr,Female,671-113-3401,3529860429632253,Clonazepam,"Aphena Pharma Solutions - Tennessee, LLC",33,http://dummyimage.com/201x124.png/cc0000/ffffff,79,67544-301
Brady,Corbyn,bcorbynmq@etsy.com,wjpg3S5,Male,295-360-5447,,Glandulae suprarenales 6,Uriel Pharmacy Inc.,42,http://dummyimage.com/139x228.png/dddddd/000000,40,48951-5021
Corbet,Kinnaird,ckinnairdmr@plala.or.jp,GeeysJa,Male,151-836-0061,6333519094878105010,levothyroxine sodium,"Gemini Laboratories, LLC",84,http://dummyimage.com/223x152.png/dddddd/000000,92,60846-801
Jo,Powdrell,jpowdrellms@posterous.com,Q1nFga,Male,247-244-1652,,Ranitidine,McKesson,34,http://dummyimage.com/143x175.png/5fa2dd/ffffff,26,62011-0144
Billi,Lysons,blysonsmt@upenn.edu,b986wriYU,Female,693-994-2516,,Benzocaine,Boy Butter Lubes,58,http://dummyimage.com/100x136.png/cc0000/ffffff,96,24488-003
Garret,Agronski,gagronskimu@zimbio.com,4oZCWDhkq,Male,356-663-5796,201660970821326,Camphor,H E B,69,http://dummyimage.com/239x209.png/dddddd/000000,51,37808-397
Graehme,De Fries,gdefriesmv@hp.com,zmGVGyFd,Male,242-359-9482,4911598417859022343,Atenolol and Chlorthalidone,"Physicians Total Care, Inc.",53,http://dummyimage.com/190x124.png/ff4444/ffffff,21,54868-2683
Ara,Hallybone,ahallybonemw@washington.edu,sajf6hJD,Male,219-347-3916,3542772771108563,Triclosan,The Dial Corporation,67,http://dummyimage.com/115x195.png/dddddd/000000,3,54340-178
Kizzee,Doumerque,kdoumerquemx@phoca.cz,jDCTHW4gY,Female,145-758-5788,,Nitrogen,Welding & Therapy Service Inc.,36,http://dummyimage.com/229x240.png/5fa2dd/ffffff,59,33344-001
Boot,Hainey,bhaineymy@mtv.com,yEUBVRsvV,Male,689-930-9533,,hydrocortisone,Insight Pharmaceuticals,92,http://dummyimage.com/105x245.png/cc0000/ffffff,97,63736-029
Georgy,Minichillo,gminichillomz@w3.org,wqeFKOsXtG,Male,713-906-6504,3538056371411106,OXYGEN,"Capitol Welders Supply Co., Inc.",52,http://dummyimage.com/113x118.png/dddddd/000000,80,49571-001
Perceval,Kittoe,pkittoen0@uol.com.br,v0IFX9f85xUB,Male,747-714-0899,3565282262214856,selegiline,Mylan Specialty,25,http://dummyimage.com/192x171.png/cc0000/ffffff,48,49502-900
Frazer,Easum,feasumn1@phpbb.com,yn4yn2JYy0a,Male,657-436-7923,,Salicylic Acid,"Electrolyzed Innovations, LLC",32,http://dummyimage.com/141x224.png/5fa2dd/ffffff,45,69031-001
Emmie,Challener,echallenern2@merriam-webster.com,qSGxp4EZRlxk,Female,144-591-3844,675960835057270932,Levothyroxine sodium,REMEDYREPACK INC.,37,http://dummyimage.com/227x127.png/cc0000/ffffff,2,52125-292
Madelle,Olenov,molenovn3@fc2.com,FnAN97,Female,698-977-1069,67594609057322439,Slash Pine,"Nelco Laboratories, Inc.",13,http://dummyimage.com/153x231.png/dddddd/000000,90,36987-2967
Eolande,Belshaw,ebelshawn4@surveymonkey.com,F353UVUVbPOu,Female,377-106-7597,,HYDROMORPHONE HYDROCHLORIDE,"Hospira, Inc.",15,http://dummyimage.com/240x249.png/5fa2dd/ffffff,95,0409-3356
Carlin,Ferrea,cferrean5@shop-pro.jp,K9Z6fYKq9hh,Female,969-640-5921,5100138481170344,P32 Sodium Phosphate,AnazaoHealth Corporation,42,http://dummyimage.com/179x123.png/cc0000/ffffff,94,51808-127
Forest,Canter,fcantern6@timesonline.co.uk,7v8YE5l,Male,910-568-3401,,Hydrocortisone,Kmart Corporation,94,http://dummyimage.com/109x156.png/5fa2dd/ffffff,36,49738-588
Asher,Beavors,abeavorsn7@angelfire.com,3Wy10j1IwjDs,Male,712-394-6517,3580219951785797,Bicisate dihydrochloride,"Lantheus Medical Imaging, Inc.",35,http://dummyimage.com/141x158.png/5fa2dd/ffffff,53,11994-006
Lesya,Cappineer,lcappineern8@xing.com,48nvlqC5,Female,581-842-1685,,Triclosan,"SJ Creations, Inc.",71,http://dummyimage.com/210x143.png/dddddd/000000,65,43269-785
Donnajean,Orr,dorrn9@discuz.net,p0msEhEb6wb,Female,946-552-9430,3562696683017999,magnesium sulfate,"The Pepsom Group, Inc.",52,http://dummyimage.com/166x119.png/dddddd/000000,64,51619-300
Greggory,Sincock,gsincockna@ebay.co.uk,yhYoUQ0mAF,Male,273-841-1283,5048374516250448,BENZOYL PEROXIDE,"CINTEX SERVICES, LLC",90,http://dummyimage.com/247x214.png/ff4444/ffffff,35,24470-911
Ariel,Lightoller,alightollernb@homestead.com,h7LrTk3LR,Female,276-887-3068,,"Acetaminophen, Phenylephrine HCl, Chlorpheniramine maleate",Wal-Mart Stores Inc,97,http://dummyimage.com/219x115.png/5fa2dd/ffffff,51,49035-559
Jonah,Doveston,jdovestonnc@artisteer.com,JSE5Yn,Male,695-883-8898,6399504123977396,Bryonia Apis Special Order,Uriel Pharmacy Inc.,99,http://dummyimage.com/241x221.png/cc0000/ffffff,34,48951-2083
Kalle,Gales,kgalesnd@washingtonpost.com,qfFQr9K,Male,360-270-4464,,Amlodipine Besylate,"Unichem Pharmaceuticals (USA), Inc.",89,http://dummyimage.com/191x208.png/5fa2dd/ffffff,12,29300-242
Kele,Saffle,ksafflene@seattletimes.com,zpxVjic,Male,697-736-3160,,Imipramine Hydrochloride,"Lupin Pharmaceuticals, Inc.",28,http://dummyimage.com/182x161.png/cc0000/ffffff,23,68180-313
Octavius,Jesty,ojestynf@mapy.cz,Z7a4ycIgJO7H,Male,773-439-8293,,MORPHINE SULFATE,STAT Rx USA LLC,27,http://dummyimage.com/225x171.png/cc0000/ffffff,95,42549-659
Ilario,Odcroft,iodcroftng@ebay.co.uk,9kKvpZW44N,Male,700-358-0898,3541440994118824,Benzoyl Peroxide,"PruGen, Inc.",56,http://dummyimage.com/181x173.png/dddddd/000000,54,42546-015
Briano,Conkling,bconklingnh@bing.com,0GYBiM3U,Male,689-184-2723,3558895690645828,Miconazole Nitrate,"Coloplast Manufacturing US, LLC",49,http://dummyimage.com/205x210.png/cc0000/ffffff,18,11701-067
Marquita,McGuane,mmcguaneni@artisteer.com,WLAbBEl1tJX2,Female,744-554-9554,,TRICLOSAN,"Volume Distributors, Inc.",90,http://dummyimage.com/204x162.png/dddddd/000000,80,50523-632
Matty,Brouncker,mbrounckernj@google.ru,MDVWRYFJaVb,Female,408-118-1246,,"AVOBENZONE, OCTINOXATE, and OXYBENZONE",Guthy-Renker LLC,37,http://dummyimage.com/196x240.png/dddddd/000000,33,11410-036
Larina,Sheavills,lsheavillsnk@simplemachines.org,AlELK4OBSYSU,Female,160-262-2472,,Metformin Hydrochloride,Sandoz Inc,45,http://dummyimage.com/106x223.png/5fa2dd/ffffff,100,0781-5051
Danice,Agge,daggenl@gnu.org,ABfJTAEQae9,Female,616-112-1058,,Fluticasone Propionate,"Glenmark Generics Inc., USA",82,http://dummyimage.com/226x119.png/5fa2dd/ffffff,80,68462-427
Kip,Lawrey,klawreynm@omniture.com,DTODl1X,Female,535-390-9506,3588686799743018,Diphenhydramine HCl,"WOONSOCKET PRESCRIPTION CENTER,INCORPORATED",97,http://dummyimage.com/155x217.png/cc0000/ffffff,32,59779-970
Moise,Hirth,mhirthnn@creativecommons.org,n6PBRD8W,Male,974-295-7622,30337190808469,Simvastatin,State of Florida DOH Central Pharmacy,42,http://dummyimage.com/172x189.png/5fa2dd/ffffff,29,53808-0800
Carline,Josskovitz,cjosskovitzno@about.com,Y0UszwteXdn,Female,802-656-6651,3555570066717849,dichlorphenamide,"Taro Pharmaceuticals U.S.A., Inc.",14,http://dummyimage.com/172x160.png/dddddd/000000,25,51672-4144
Gill,Shapera,gshaperanp@zdnet.com,3wopQJ,Male,994-739-3238,,Sorbitol,"H&H Laboratories, Inc.",54,http://dummyimage.com/156x143.png/cc0000/ffffff,37,52471-111
Dominique,Minihane,dminihanenq@blogspot.com,M2n2I2Cauq,Female,936-458-7891,,Sodium Fluoride,AR Medicom Inc,90,http://dummyimage.com/157x105.png/dddddd/000000,78,64778-0219
Lorens,Karran,lkarrannr@paginegialle.it,o1KUzM8,Male,968-862-4641,3587445454117401,Anastrozole,AstraZeneca Pharmaceuticals LP,22,http://dummyimage.com/181x152.png/dddddd/000000,42,0310-0201
Jermain,Jobbins,jjobbinsns@cocolog-nifty.com,DkQSr1,Male,536-647-9206,3536072336659889,risperidone,Bryant Ranch Prepack,95,http://dummyimage.com/108x107.png/cc0000/ffffff,56,63629-4505
Henderson,Cattrell,hcattrellnt@pbs.org,JDYAhW4oZZ,Male,465-779-4654,3565267470242617,"Chlorpheniramine maleate, Phenylephrine HCl",Meijer Distribution Inc,78,http://dummyimage.com/173x220.png/cc0000/ffffff,62,41250-139
Barbra,Immins,bimminsnu@google.com.hk,XL62WGzpYJy,Female,727-841-1774,5048373807053982,Aspirin,Safeway,58,http://dummyimage.com/151x180.png/dddddd/000000,97,21130-157
Hillie,McGriele,hmcgrielenv@blinklist.com,SQiEHzwq,Male,194-576-5571,3531036526000894,"BISOCTRIZOLE, OCTINOXATE, ZINC OXIDE, TITANIUM DIOXIDE","LG Household and Healthcare, Inc.",94,http://dummyimage.com/204x124.png/5fa2dd/ffffff,62,53208-513
Gerry,Stubbe,gstubbenw@chronoengine.com,ri1QTYK,Male,494-868-9539,3538867297908854,ETHYL ALCOHOL,"Dr. Fresh, Inc.",8,http://dummyimage.com/185x220.png/5fa2dd/ffffff,4,64893-030
Linoel,Townend,ltownendnx@hc360.com,6DWDnS,Male,486-987-9256,,"Adrenalinum,","Deseret Biologicals, Inc.",92,http://dummyimage.com/127x226.png/5fa2dd/ffffff,72,43742-0186
Minny,D'Arrigo,mdarrigony@tripod.com,w8BrA5ixvPn,Female,848-910-5571,0604766943717303626,Duloxetine hydrochloride,Cardinal Health,57,http://dummyimage.com/224x142.png/cc0000/ffffff,70,55154-1818
Shayla,Carabet,scarabetnz@mtv.com,jcMqQlq7,Female,783-874-2665,,DIPHENHYDRAMINE HYDROCHLORIDE 50 mg,Wal-Mart Stores Inc,64,http://dummyimage.com/162x205.png/dddddd/000000,42,49035-237
David,Stubbert,dstubberto0@stumbleupon.com,NrprmA,Male,613-616-5345,201608616204001,"Dextarn 70, Polyethylene glycol 400, Povidone, Tetrahydrozoline HCI",United Exchange Corp.,6,http://dummyimage.com/223x102.png/ff4444/ffffff,65,65923-637
Brice,Trainor,btrainoro1@buzzfeed.com,0YK3AkgMsYi,Male,665-218-2110,,Mexican Tea Pollen,"Nelco Laboratories, Inc.",10,http://dummyimage.com/152x203.png/cc0000/ffffff,23,36987-3261
Skippy,Grishakov,sgrishakovo2@ucoz.com,NicCasrsW,Male,279-808-6367,3552675934662011,CLOSTRIDIUM TETANI TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED) and CORYNEBACTERIUM DIPHTHERIAE TOXOID ANTIGEN (FORMALDEHYDE INACTIVATED),Sanofi Pasteur Inc.,77,http://dummyimage.com/221x250.png/5fa2dd/ffffff,16,49281-291
Elyn,Cashley,ecashleyo3@dailymotion.com,3j6YewEr,Female,706-485-2601,4903351241001098157,"Aquilegia Vulgaris, Hydrastis Canadensis, Lilium Tigrinum, Bovista, Cypripedium Pubescens, Apiolum","Deseret Biologicals, Inc.",36,http://dummyimage.com/202x133.png/ff4444/ffffff,35,43742-0210
Darrick,Winstone,dwinstoneo4@deliciousdays.com,e3dUEcfFFTBE,Male,845-377-6165,,magnesium hydroxide,"Preferred Pharmaceuticals, Inc.",70,http://dummyimage.com/218x171.png/dddddd/000000,91,68788-9771
Bathsheba,Peris,bperiso5@opensource.org,jMjr4DnavVQ,Female,905-757-7090,,Aluminum Chlorohydrate,SHAKLEE CORPORATION,31,http://dummyimage.com/187x123.png/ff4444/ffffff,82,59899-003
